model,condition,domain,pred_len,mse_mean,mse_std,n_seeds
tats,C5_constant,Climate,12,3.2800818814171686,3.0014542153283505,9
tats,C5_constant,Economy,6,0.3224058908720811,0.35777835270102637,9
tats,C5_constant,Economy,8,0.3895242725395494,0.47034568005905,9
tats,C5_constant,Economy,10,0.45483818277716637,0.5927551305855989,9
tats,C5_constant,Economy,12,0.5374297586580118,0.7072342302682735,9
tats,C5_constant,Energy,12,1.2413580152723525,1.0906485616874897,9
tats,C5_constant,Energy,24,1.3766430815060933,1.0832200947080228,9
tats,C5_constant,Energy,36,1.5129147933589087,1.1335522887337082,9
tats,C5_constant,Energy,48,1.6073875294791327,1.1394506795426218,9
tats,C5_constant,Environment,48,0.4256364007790883,0.13290992778716018,9
tats,C5_constant,Environment,96,0.4277939465310838,0.10226699792574177,9
tats,C5_constant,Environment,192,0.3843339714739058,0.09535539615918459,9
tats,C5_constant,Environment,336,0.38846005996068317,0.10917577784580139,9
tats,C5_constant,Health,12,1.8705443673663669,0.8572143099797515,9
tats,C5_constant,Health,24,1.979915115568373,0.6796708915676122,9
tats,C5_constant,Health,36,2.040419962671068,0.6635986364088431,9
tats,C5_constant,Health,48,2.1461675034628973,0.6106810126668012,9
tats,C5_constant,Security,6,124.3957985772027,10.469199679206442,9
tats,C5_constant,Security,8,126.08947075737848,9.036373025666679,9
tats,C5_constant,Security,10,126.19549051920573,6.995062304729078,9
tats,C5_constant,Security,12,126.81263309054904,6.786924691921996,9
tats,C5_constant,SocialGood,6,3.3544810281859503,1.98008481343861,9
tats,C5_constant,SocialGood,8,3.2739228937360974,1.816272396790509,9
tats,C5_constant,SocialGood,10,3.303765469127231,1.8068625459110743,9
tats,C5_constant,SocialGood,12,3.227994912200504,1.732055133513585,9
tats,C5_constant,Traffic,6,3.978842240240839,3.8743680509240472,9
tats,C5_constant,Traffic,8,4.187229240934054,3.919784927758951,9
tats,C5_constant,Traffic,10,4.383523787061374,4.02379444021313,9
tats,C5_constant,Traffic,12,4.2971226423978806,3.7839234312908374,9
tats,C6_unimodal,Agriculture,6,0.2318107978337341,0.19550023248383308,9
tats,C6_unimodal,Agriculture,8,0.25872117860449684,0.19462109006273157,9
tats,C6_unimodal,Agriculture,10,0.28299250039789414,0.1903220392550232,9
tats,C6_unimodal,Agriculture,12,0.34995944797992706,0.24663183034888952,9
tats,C6_unimodal,Climate,6,1.2483289241790771,0.13646519491487646,9
tats,C6_unimodal,Climate,8,1.264226622051663,0.11825685601727694,9
tats,C6_unimodal,Climate,10,1.23767884572347,0.10041196829687679,9
tats,C6_unimodal,Climate,12,1.2494864993625217,0.11889387078481525,9
tats,C6_unimodal,Economy,6,0.4363436446421676,0.5530668717338925,9
tats,C6_unimodal,Economy,8,0.48246194877558285,0.6045000728922679,9
tats,C6_unimodal,Economy,10,0.529410598696106,0.7139107841488121,9
tats,C6_unimodal,Economy,12,0.6209978355715672,0.8180552451626867,9
tats,C6_unimodal,Energy,12,0.19977076517211068,0.07426748695602009,9
tats,C6_unimodal,Energy,24,0.30431688990857864,0.06071932738641352,9
tats,C6_unimodal,Energy,36,0.3887358042928908,0.054149106537527525,9
tats,C6_unimodal,Energy,48,0.4879332681496938,0.059668003434198987,9
tats,C6_unimodal,Environment,48,0.3399115237924788,0.05602433586255889,9
tats,C6_unimodal,Environment,96,0.4351961248450809,0.12477422673653545,9
tats,C6_unimodal,Environment,192,0.5069825218783485,0.18913013270409088,9
tats,C6_unimodal,Environment,336,0.42833564347691006,0.13314932828407336,9
tats,C6_unimodal,Health,12,1.4073542886310153,0.4433455852445234,9
tats,C6_unimodal,Health,24,1.6618371937010024,0.26187952010329846,9
tats,C6_unimodal,Health,36,1.8128347396850586,0.199186211421338,9
tats,C6_unimodal,Health,48,1.8811013566123114,0.20098093363549233,9
tats,C6_unimodal,Security,6,116.84912448459201,9.984836661619639,9
tats,C6_unimodal,Security,8,119.17282443576389,8.893014501195465,9
tats,C6_unimodal,Security,10,121.65245310465495,8.209338956599618,9
tats,C6_unimodal,Security,12,122.96870507134332,9.498844033138104,9
tats,C6_unimodal,SocialGood,6,0.9724524087376065,0.14932842049044365,9
tats,C6_unimodal,SocialGood,8,1.0578146709336176,0.154127510921239,9
tats,C6_unimodal,SocialGood,10,1.1079394751124911,0.11933339377320533,9
tats,C6_unimodal,SocialGood,12,1.168168028195699,0.171230819278003,9
tats,C6_unimodal,Traffic,6,0.28382395373450386,0.09768354789940287,9
tats,C6_unimodal,Traffic,8,0.27531057761775124,0.10930160707355055,9
tats,C6_unimodal,Traffic,10,0.2813166959418191,0.07616549107599466,9
tats,C6_unimodal,Traffic,12,0.3167749047279358,0.07723203922478719,9
tats,C7_null,Agriculture,6,15.366042806042564,10.99740820192488,9
tats,C7_null,Agriculture,8,15.821774429745144,11.261956965129754,9
tats,C7_null,Agriculture,10,16.303748316235012,11.517218401418798,9
tats,C7_null,Agriculture,12,16.46758156352573,11.553175809099512,9
tats,C7_null,Climate,6,3.2767920891443887,2.9503581262927248,9
tats,C7_null,Climate,8,3.3338278002209134,2.9936813725426363,9
tats,C7_null,Climate,10,3.3790874812338085,3.0926315215098525,9
tats,C7_null,Climate,12,3.2801626523335776,3.001384775184335,9
tats,C7_null,Economy,6,0.3219788434604804,0.35710094553714417,9
tats,C7_null,Economy,8,0.3891564588993788,0.46978795948234553,9
tats,C7_null,Economy,10,0.45471445678008926,0.5925639615430817,9
tats,C7_null,Economy,12,0.5372935686674383,0.7070323633810585,9
tats,C7_null,Energy,12,1.241355813211865,1.0906507931594793,9
tats,C7_null,Energy,24,1.3769001993868086,1.0829368313271628,9
tats,C7_null,Energy,36,1.5130315522352855,1.1334217265546112,9
tats,C7_null,Energy,48,1.6074135469065771,1.1394218225661463,9
tats,C7_null,Environment,48,0.4246363441149394,0.13320219828979304,9
tats,C7_null,Environment,96,0.4288145535522037,0.10298646364260175,9
tats,C7_null,Environment,192,0.38371390104293823,0.09491314373321273,9
tats,C7_null,Environment,336,0.38875966601901585,0.10919594180768302,9
tats,C7_null,Health,12,1.8692822058995564,0.858528645293508,9
tats,C7_null,Health,24,1.9796168009440105,0.6800828820297695,9
tats,C7_null,Health,36,2.0399872064590454,0.6641912222125893,9
tats,C7_null,Health,48,2.1462469630771213,0.6105416188506795,9
tats,C7_null,Security,6,124.40169016520183,10.473818181966896,9
tats,C7_null,Security,8,126.08809238009982,9.035641755161318,9
tats,C7_null,Security,10,126.19784206814236,6.996940707999033,9
tats,C7_null,Security,12,126.81486256917317,6.789318145046869,9
tats,C7_null,SocialGood,6,3.3541091216935053,1.9806327498475451,9
tats,C7_null,SocialGood,8,3.274575299686856,1.8153153677651426,9
tats,C7_null,SocialGood,10,3.3039866354730396,1.8065276464865487,9
tats,C7_null,SocialGood,12,3.228081179989709,1.7319251540738818,9
tats,C7_null,Traffic,6,3.9788184050056667,3.874394235437992,9
tats,C7_null,Traffic,8,4.187181320455339,3.9198393938595535,9
tats,C7_null,Traffic,10,4.383551044596566,4.023762860023871,9
tats,C7_null,Traffic,12,4.2971262418561516,3.783919069533605,9
tats,C8_oracle,Agriculture,6,0.11301527420679729,0.046697265823095725,9
tats,C8_oracle,Agriculture,8,0.13441664973894754,0.049200066956441815,9
tats,C8_oracle,Agriculture,10,0.18322722531027263,0.07751297028447858,9
tats,C8_oracle,Agriculture,12,0.21939322021272448,0.09589899466794377,9
tats,C8_oracle,Climate,6,0.9403932823075188,0.019164360662815686,9
tats,C8_oracle,Climate,8,0.965288605954912,0.027678690370966475,9
tats,C8_oracle,Climate,10,0.9820570680830214,0.03176818114677519,9
tats,C8_oracle,Climate,12,0.9812094039387174,0.02536779761372656,9
tats,C8_oracle,Economy,6,0.10489057190716267,0.13229678589715824,9
tats,C8_oracle,Economy,8,0.12048168490744299,0.146257284485194,9
tats,C8_oracle,Economy,10,0.13603692481087315,0.1714258103381945,9
tats,C8_oracle,Economy,12,0.14697494140515724,0.18350371658942824,9
tats,C8_oracle,Energy,12,0.2695945335759057,0.09781629369472661,9
tats,C8_oracle,Energy,24,0.35769381291336483,0.07903979877654463,9
tats,C8_oracle,Energy,36,0.4187272886435191,0.05821355257047985,9
tats,C8_oracle,Energy,48,0.5040594802962409,0.05852058894429251,9
tats,C8_oracle,Environment,48,0.2758242189884186,0.0063457770122809926,9
tats,C8_oracle,Environment,96,0.2969312138027615,0.024643825786033663,9
tats,C8_oracle,Environment,192,0.30202189419004655,0.045094187259955086,9
tats,C8_oracle,Environment,336,0.28531959156195325,0.03709989679843025,9
tats,C8_oracle,Health,12,1.1499725646442838,0.2762818806831744,9
tats,C8_oracle,Health,24,1.3282601833343506,0.1671146128969139,9
tats,C8_oracle,Health,36,1.3916976186964247,0.1671081185172904,9
tats,C8_oracle,Health,48,1.460054384337531,0.14201175948370143,9
tats,C8_oracle,Security,6,113.22140757242839,7.855023162062347,9
tats,C8_oracle,Security,8,114.56429036458333,7.1927803216173505,9
tats,C8_oracle,Security,10,116.76535034179688,6.873947582737353,9
tats,C8_oracle,Security,12,116.5799577501085,6.711275421134639,9
tats,C8_oracle,SocialGood,6,0.9808777901861403,0.12604953430376423,9
tats,C8_oracle,SocialGood,8,1.0088604357507494,0.12406229493443481,9
tats,C8_oracle,SocialGood,10,1.0497710373666551,0.1096721483083065,9
tats,C8_oracle,SocialGood,12,1.0758408771620855,0.14208462232052696,9
tats,C8_oracle,Traffic,6,0.17437392638789284,0.019434577689544163,9
tats,C8_oracle,Traffic,8,0.17859751151667702,0.026376804125668035,9
tats,C8_oracle,Traffic,10,0.1782720900244183,0.02261350995738955,9
tats,C8_oracle,Traffic,12,0.22623499234517416,0.025737932136785224,9
